,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
11,prerank,Measles,0.5033361392090661,1.326915869763907,0.11864406779661017,1.0,1.0,8/28,13.33%,IL2;CD28;FCGR2B;FASLG;CD3G;IL2RB;SLAMF1;IL2RA
12,prerank,African trypanosomiasis,0.5843538639438813,1.308692332327564,0.13793103448275862,1.0,1.0,7/17,20.04%,FASLG;PRKCB;IL10;IFNG;IL1B;TNF;KNG1
13,prerank,Leukocyte transendothelial migration,-0.4695424939965706,-1.303346123898873,0.0975609756097561,1.0,1.0,12/27,22.80%,CLDN19;ITK;ITGA4;CXCR4;JAM2;CLDN4;ITGB2;CDH5;RAC2;CLDN2;MMP9;CLDN5
14,prerank,Natural killer cell mediated cytotoxicity,0.4689064975726657,1.2908849112911889,0.125,1.0,1.0,14/38,14.03%,KIR3DL2;KIR2DL3;KIR3DL1;KLRK1;CD48;FASLG;CD247;FCGR3A;KLRC3;PRKCB;NCR3;GZMB;IFNG;CD244
15,prerank,Chemokine signaling pathway,0.42613081298575267,1.280249599088329,0.18867924528301888,1.0,1.0,23/58,20.99%,CCL1;PIK3R5;CCR8;CX3CR1;CXCR6;PRKCB;CCR2;XCL2;CCL13;CCL19;CCL5;CCL17;CCL4;CCL8;CCL11;CCL7;CCL14;PF4;CXCL14;CCL3;CXCR1;CXCL13;XCL1
16,prerank,Cytokine-cytokine receptor interaction,0.3777983305760382,1.2773918385813823,0.09523809523809523,1.0,1.0,42/113,19.99%,IL2;IL21;LEP;IL4;CCL1;IL22;CCR8;CX3CR1;FASLG;CXCR6;TNFSF4;CD27;IL2RB;IL7R;TNFRSF17;IL10;CCR2;XCL2;CCL13;CCL19;IFNG;CCL5;IL2RA;OSM;CCL17;IL17C;CCL4;CCL8;IL13RA2;CCL11;CCL7;GDF15;CXCL17;IL1B;CCL14;PF4;CXCL14;TNF;CCL3;IL18R1;CXCR1;CXCL13
17,prerank,Chagas disease,0.48524763502399393,1.2635084560285932,0.16326530612244897,1.0,1.0,11/28,20.04%,IL2;FASLG;CD3G;CD247;IL10;IFNG;CCL5;IL1B;TNF;CCL3;KNG1
18,prerank,Allograft rejection,0.5175013154825433,1.261263688898489,0.1774193548387097,1.0,1.0,9/22,17.99%,IL2;IL4;CD28;FASLG;IL10;GZMB;IFNG;HLA-DQA1;TNF
19,prerank,Arrhythmogenic right ventricular cardiomyopathy,0.587699748549143,1.2536157455421841,0.10416666666666667,1.0,1.0,4/12,14.28%,SLC8A3;DSP;ITGB7;DES
20,prerank,Cardiac muscle contraction,0.5677218771845884,1.2495567967991263,0.2727272727272727,1.0,1.0,1/12,1.60%,SLC8A3
21,prerank,cGMP-PKG signaling pathway,0.5197842479477923,1.2467221595484308,0.12727272727272726,1.0,1.0,4/25,4.16%,PLN;SLC8A3;PIK3R5;CALML5
22,prerank,Inflammatory bowel disease,0.4558123608909972,1.2436468992869005,0.15,1.0,1.0,5/37,3.31%,IL2;IL21;IL4;IL22;TBX21
23,prerank,Intestinal immune network for IgA production,0.4865951687211349,1.2398412102671592,0.16666666666666666,1.0,1.0,7/25,11.27%,IL2;IL4;CD28;ICOS;TNFRSF17;IL10;ITGB7
24,prerank,Autoimmune thyroid disease,0.5064990292693139,1.2011926092565148,0.22413793103448276,1.0,1.0,8/21,16.78%,IL2;IL4;CD28;FASLG;IL10;GZMB;CTLA4;HLA-DQA1
25,prerank,Th17 cell differentiation,0.4182522731376461,1.1982153997593037,0.22033898305084745,1.0,1.0,8/45,8.12%,IL2;IL21;IL4;IL22;TBX21;CD3G;CD247;IL2RB
26,prerank,FoxO signaling pathway,0.5436253410354243,1.189922181812342,0.19672131147540983,1.0,1.0,6/14,23.60%,FASLG;IL7R;S1PR1;IL10;CCND1;FOXO1
27,prerank,Hypertrophic cardiomyopathy,0.4742468052065282,1.1724667727362064,0.32,1.0,1.0,4/16,17.99%,SLC8A3;ITGB7;DES;TNF
28,prerank,Gastric acid secretion,-0.5471895163301763,-1.1695434690716584,0.18181818181818182,1.0,1.0,2/11,4.81%,MYLK2;CALML3
29,prerank,Cellular senescence,-0.46835565755429376,-1.1694902933135696,0.23529411764705882,1.0,1.0,2/20,4.81%,KIR2DL4;CALML3
30,prerank,cAMP signaling pathway,0.4342531716210376,1.1583919806700704,0.23728813559322035,1.0,1.0,5/37,8.67%,PLN;VIP;CALML5;EDN2;PTGER2
31,prerank,Phospholipase D signaling pathway,0.46829823594409825,1.1311174676768416,0.27586206896551724,1.0,1.0,2/21,3.21%,AVPR2;PIK3R5
32,prerank,Diabetic cardiomyopathy,0.45427864087559944,1.1266205819405255,0.2857142857142857,1.0,1.0,3/23,9.97%,PLN;PRKCB;CMA1
33,prerank,Morphine addiction,-0.4360465861161851,-1.1185308045514448,0.2926829268292683,1.0,1.0,4/12,13.78%,GABRP;PDE4B;PDE3B;GNG2
34,prerank,Thyroid hormone signaling pathway,0.5149521380583284,1.1113326254556466,0.3333333333333333,1.0,1.0,5/14,23.60%,PLN;PRKCB;NOTCH4;CCND1;FOXO1
35,prerank,Neuroactive ligand-receptor interaction,0.358391768145455,1.1091783358267093,0.2786885245901639,1.0,1.0,16/62,13.13%,AVPR2;LEP;VIP;P2RY8;PRSS1;EDN2;APLNR;PRSS2;GZMA;P2RY10;PTGER2;GAL;S1PR1;CALCA;C5AR1;NTS
36,prerank,Protein digestion and absorption,0.4256892489835108,1.086775413664545,0.375,1.0,1.0,3/25,7.41%,SLC8A3;PRSS1;PRSS2
37,prerank,Gastric cancer,-0.4685992038455693,-1.0795931340793394,0.3958333333333333,1.0,1.0,5/14,18.79%,FGF23;FGF22;ABCB1;BCL2;LEF1
38,prerank,PD-L1 expression and PD-1 checkpoint pathway in cancer,-0.41032241988040125,-1.0727610193864965,0.38181818181818183,1.0,1.0,6/18,11.72%,PDCD1;ZAP70;CD3E;LCK;CD3D;LAT
39,prerank,Cell adhesion molecules,-0.3225986072534326,-1.068554258742508,0.3695652173913043,1.0,1.0,16/45,20.79%,CLDN19;PDCD1;CD40LG;PTPRC;CD2;ITGA4;CD8A;JAM2;CLDN4;ITGB2;CDH5;HLA-DQA2;HLA-DPB1;HLA-DPA1;CLDN2;ICAM3
40,prerank,Type I diabetes mellitus,0.4464444734393314,1.0562944005581743,0.45161290322580644,1.0,1.0,8/21,17.99%,IL2;CD28;FASLG;GZMB;IFNG;HLA-DQA1;IL1B;TNF
41,prerank,Kaposi sarcoma-associated herpesvirus infection,0.39431484765143054,1.0555248367222019,0.3492063492063492,1.0,1.0,3/32,4.16%,PIK3R5;CCR8;CALML5
42,prerank,Th1 and Th2 cell differentiation,0.3741173568428441,1.0516467667611897,0.3898305084745763,1.0,1.0,11/37,16.78%,IL2;IL4;TBX21;CD3G;CD247;IL2RB;RUNX3;IFNG;IL2RA;PRKCQ;HLA-DQA1
43,prerank,Apelin signaling pathway,0.4054512596970694,1.0510013726990017,0.4,1.0,1.0,4/27,6.06%,SLC8A3;PIK3R5;CALML5;APLNR
44,prerank,Leishmaniasis,0.3926409159803472,1.0499428910667865,0.4461538461538462,1.0,1.0,14/28,28.51%,IL4;FCGR3A;PRKCB;IL10;IFNG;HLA-DQA1;IL1B;TNF;HLA-DRB1;HLA-DRB5;MARCKSL1;CYBA;HLA-DOB;HLA-DMA
45,prerank,T cell receptor signaling pathway,0.40038964885981365,1.039963583556903,0.39622641509433965,1.0,1.0,12/32,15.53%,IL2;IL4;CD28;CD3G;CD247;GRAP2;ICOS;IL10;CD8B;IFNG;PRKCQ;CTLA4
46,prerank,Influenza A,0.38151117344044355,1.0332454972253848,0.4126984126984127,1.0,1.0,13/37,23.30%,PABPN1L;PRSS1;FASLG;PRSS2;PRKCB;IFNG;CCL5;HLA-DQA1;IL1B;TNF;PRSS3;HLA-DRB1;HLA-DRB5
47,prerank,Rap1 signaling pathway,-0.37901347708739996,-1.0258167518304344,0.4594594594594595,1.0,1.0,14/31,27.10%,FGF23;CALML3;ADORA2A;LAT;FYB1;FGF22;ITGB2;RAC2;PDGFRB;ID1;TEK;DOCK4;ANGPT2;FLT4
48,prerank,Estrogen signaling pathway,-0.3522812827915874,-1.0200802350724067,0.38636363636363635,1.0,1.0,8/33,12.53%,KRT31;CALML3;KRT15;KRT16;KRT18;TFF1;KRT23;KRT13
49,prerank,Antigen processing and presentation,0.3655750059988468,1.0074099444451126,0.46875,1.0,1.0,3/36,1.05%,KIR3DL2;KIR2DL3;KIR3DL1
50,prerank,Pathogenic Escherichia coli infection,-0.3446841439646179,-0.9951612414186851,0.4186046511627907,1.0,1.0,2/28,3.76%,CLDN19;NLRP3
51,prerank,Amoebiasis,-0.32760249081855325,-0.9816603205623474,0.375,1.0,1.0,8/34,16.33%,CD1E;CD1A;CD1C;SERPINB4;CTSG;SERPINB3;ITGB2;SERPINB9
52,prerank,Pathways of neurodegeneration,0.35205593255177653,0.9687611271016806,0.5522388059701493,1.0,1.0,7/45,9.12%,CALML5;TUBA3D;FASLG;GPX2;PRPH;PRKCB;UCHL1
53,prerank,"Parathyroid hormone synthesis, secretion and action",-0.41214908768027864,-0.9634086915832559,0.5333333333333333,1.0,1.0,7/18,21.34%,FGF23;PTHLH;CYP24A1;PDE4B;BCL2;GATA3;NR4A2
54,prerank,C-type lectin receptor signaling pathway,0.39824468503220595,0.9543325459939194,0.5230769230769231,1.0,1.0,6/23,17.99%,IL2;CALML5;IL10;CCL17;IL1B;TNF
55,prerank,Hepatitis C,-0.3803517353731798,-0.9501787891867216,0.5476190476190477,1.0,1.0,1/15,1.15%,CLDN19
56,prerank,Platelet activation,-0.3818509941537447,-0.9493651847269605,0.5333333333333333,1.0,1.0,5/20,14.88%,MYLK2;FGB;FGA;FGG;FCER1G
57,prerank,Inflammatory mediator regulation of TRP channels,0.45964433446479136,0.9456019241955792,0.5970149253731343,1.0,1.0,7/14,22.90%,CALML5;PTGER2;PRKCB;PRKCQ;IL1B;KNG1;ADCY4
58,prerank,Lysosome,-0.353725947058284,-0.9438165238221845,0.5384615384615384,1.0,1.0,7/20,26.30%,LAPTM5;CTSG;CTSE;SLC11A1;CD68;ACP5;CTSS
59,prerank,Axon guidance,-0.39432936046987926,-0.937993930260851,0.5777777777777777,1.0,1.0,6/12,33.97%,CXCR4;RAC2;FYN;SEMA7A;SEMA3G;PIK3R1
60,prerank,PI3K-Akt signaling pathway,0.29117240230426744,0.9021173424195561,0.78125,1.0,1.0,9/66,13.58%,IL2;IL4;PIK3R5;FASLG;IL2RB;IL7R;ITGB7;IL2RA;OSM
61,prerank,PPAR signaling pathway,0.43443831575628056,0.8986361622163693,0.5833333333333334,1.0,1.0,3/10,22.19%,FABP7;OLR1;MMP1
62,prerank,HIF-1 signaling pathway,-0.36409031728761077,-0.8936635242427097,0.7209302325581395,1.0,1.0,6/21,25.40%,EPO;BCL2;TEK;EDN1;SLC2A1;ANGPT2
63,prerank,Calcium signaling pathway,0.33126390297802205,0.8877247143252625,0.7368421052631579,1.0,1.0,3/32,4.16%,PLN;SLC8A3;CALML5
64,prerank,p53 signaling pathway,-0.4010666138107722,-0.8843426736915309,0.5777777777777777,1.0,1.0,4/11,18.29%,SFN;PERP;IGFBP3;BCL2
65,prerank,Ribosome,0.4150277357539083,0.883204585605927,0.5882352941176471,1.0,1.0,13/13,58.77%,RPS4Y1;RPL17;RPS26;RPL23A;RPL36A;RPL30;RPS10;RPSA;RPS23;RPL26;RPL4;RPS17;RPL3L
66,prerank,Coronavirus disease,0.294573616711097,0.8764962254039197,0.7,1.0,1.0,7/48,17.99%,IL2;F13A1;PRKCB;C5AR1;C7;IL1B;TNF
67,prerank,mTOR signaling pathway,0.42440381379434877,0.8760919267645533,0.6140350877192983,1.0,1.0,2/10,17.99%,PRKCB;TNF
68,prerank,Toll-like receptor signaling pathway,0.3592402696964484,0.8664968279994147,0.6949152542372882,1.0,1.0,5/19,18.44%,CCL5;CCL4;IL1B;TNF;CCL3
69,prerank,Focal adhesion,-0.29064522636183526,-0.8561893563486176,0.6862745098039216,1.0,1.0,15/40,34.77%,MYLK2;ITGA4;RAC2;BCL2;PDGFRB;FYN;CAV2;COL6A3;FLT4;COL1A1;CAV1;FLT1;COMP;PIK3R1;COL6A1
70,prerank,Neurotrophin signaling pathway,0.37476059153067925,0.8538509291609441,0.7192982456140351,1.0,1.0,3/16,5.56%,CALML5;MATK;FASLG
71,prerank,Yersinia infection,-0.3117292534221582,-0.8532765326482126,0.6666666666666666,1.0,1.0,7/25,12.83%,ZAP70;NLRP3;LCK;ITGA4;CD8A;LAT;FYB1
72,prerank,Viral myocarditis,-0.3168316742728851,-0.8489252606298271,0.6956521739130435,1.0,1.0,12/21,28.61%,CD40LG;PRF1;ITGB2;HLA-DQA2;RAC2;HLA-DPB1;FYN;HLA-DPA1;HLA-E;HLA-DQB1;HLA-DRA;CAV1
73,prerank,Huntington disease,0.3946892870354006,0.8462961492738502,0.7413793103448276,1.0,1.0,2/16,7.31%,TUBA3D;GPX2
74,prerank,Breast cancer,-0.332630273154134,-0.8391314404882398,0.6666666666666666,1.0,1.0,8/20,35.22%,FGF23;FGF22;LEF1;HES1;FLT4;HEY1;PIK3R1;DLL4
75,prerank,Fc epsilon RI signaling pathway,-0.3443948554635131,-0.8361730573240592,0.6226415094339622,1.0,1.0,8/13,22.19%,IL13;FCER1A;ALOX5AP;LAT;FCER1G;RAC2;FYN;MS4A2
76,prerank,Oxytocin signaling pathway,-0.32997394789449763,-0.8351723712758398,0.6956521739130435,1.0,1.0,2/19,4.81%,MYLK2;CALML3
77,prerank,Human cytomegalovirus infection,0.307114758454635,0.8311899426819347,0.7538461538461538,1.0,1.0,10/34,19.44%,CALML5;FASLG;PTGER2;PRKCB;CCL5;CCL4;IL1B;TNF;CCL3;CCND1
78,prerank,Apoptosis,0.3294978089491065,0.8302608185950876,0.7166666666666667,1.0,1.0,4/28,11.67%,TUBA3D;FASLG;CTSW;GZMB
79,prerank,Epstein-Barr virus infection,-0.27908150187191616,-0.8291867164394441,0.7291666666666666,1.0,1.0,15/36,27.45%,CD3E;FCER2;CD19;CD3D;HLA-DQA2;HLA-DPB1;BCL2;VIM;HLA-DPA1;TNFAIP3;HES1;HLA-E;HLA-DQB1;HLA-DRA;TRAF5
80,prerank,IL-17 signaling pathway,0.2969933408659744,0.8256511419474459,0.6825396825396826,1.0,1.0,11/41,17.99%,IL4;MUC5AC;MUC5B;IFNG;LCN2;CCL17;IL17C;CCL11;CCL7;IL1B;TNF
81,prerank,Phosphatidylinositol signaling system,0.3828341820376949,0.8248125244441853,0.639344262295082,1.0,1.0,2/12,8.87%,CALML5;PRKCB
82,prerank,Staphylococcus aureus infection,-0.28816169570812294,-0.8179623327711775,0.7916666666666666,1.0,1.0,20/38,27.20%,KRT31;KRT15;FCAR;KRT16;KRT18;KRT23;KRT13;C1QC;DEFB4A;FGG;ITGB2;HLA-DQA2;HLA-DPB1;C1QA;HLA-DPA1;C1QB;FCGR3B;SELP;HLA-DQB1;HLA-DRA
83,prerank,Protein processing in endoplasmic reticulum,-0.3748110831234257,-0.8135152564084652,0.627906976744186,1.0,1.0,11/11,62.78%,BCL2;CRYAB;HSPA6;DNAJA1;HSPA8;HSPA1A;DNAJB1;HSP90AA1;HSPA1B;DERL3;HSP90AB1
84,prerank,Transcriptional misregulation in cancer,0.2763448141625087,0.7915004849768764,0.8166666666666667,1.0,1.0,10/32,23.75%,IL2RB;ITGB7;GZMB;NR4A3;PAX5;DEFA3;ZEB1;TRAF1;FOXO1;ID2
85,prerank,Sphingolipid signaling pathway,-0.3018606858414443,-0.7791303539914881,0.7560975609756098,1.0,1.0,8/18,24.70%,FCER1A;FCER1G;RAC2;BCL2;FYN;S1PR5;MS4A2;PPP2R2B
86,prerank,Ras signaling pathway,-0.2792872901972726,-0.7738220669805022,0.82,1.0,1.0,14/34,27.10%,FGF23;ZAP70;CALML3;LAT;FGF22;GNG2;RAC2;FLT3LG;PDGFRB;ETS1;TEK;ANGPT2;NTF3;FLT4
87,prerank,Vascular smooth muscle contraction,-0.284544592753677,-0.7699283646990508,0.7659574468085106,1.0,1.0,3/29,6.16%,MYLK2;CALML3;ADORA2A
88,prerank,Renin secretion,-0.3195650411546043,-0.7694226666163887,0.6976744186046512,1.0,1.0,4/15,12.07%,CALML3;CLCA2;CLCA4;PDE3B
89,prerank,NF-kappa B signaling pathway,-0.2800373303431416,-0.7691166583730509,0.8421052631578947,1.0,1.0,11/34,23.60%,ZAP70;CD40LG;LCK;LTA;LTB;LAT;CCL4L2;BCL2;CD14;TNFAIP3;TNFSF14
90,prerank,GnRH signaling pathway,0.3781143355932736,0.7666392888851619,0.7868852459016393,1.0,1.0,2/11,8.87%,CALML5;PRKCB
91,prerank,Cholinergic synapse,0.33255808698032496,0.7575342370782162,0.7575757575757576,1.0,1.0,2/15,8.87%,PIK3R5;PRKCB
92,prerank,Insulin secretion,0.35463738353631535,0.7536304481889927,0.7887323943661971,1.0,1.0,2/12,8.87%,FFAR1;PRKCB
93,prerank,Colorectal cancer,-0.31994697500693525,-0.7522917517696686,0.8297872340425532,1.0,1.0,3/13,18.79%,RAC2;BCL2;LEF1
94,prerank,Neutrophil extracellular trap formation,-0.25237726703497343,-0.7488554689875152,0.9069767441860465,1.0,1.0,16/32,33.97%,CTSG;FGB;FGA;FGG;ITGB2;RAC2;FCGR3B;H4C4;H3C13;SELP;H2BC14;H4C6;C3;H2AC16;H2BC10;PIK3R1
95,prerank,Salivary secretion,0.3248694654060582,0.7480263593867363,0.7903225806451613,1.0,1.0,3/17,12.32%,CALML5;PRKCB;MUC5B
96,prerank,Malaria,-0.293627431687586,-0.7351256078971811,0.8809523809523809,1.0,1.0,2/23,4.56%,GYPB;CD40LG
97,prerank,Prostate cancer,-0.3102165342709654,-0.7277660076568917,0.8297872340425532,1.0,1.0,7/17,25.25%,BCL2;MMP3;LEF1;PDGFRB;MMP9;PLAT;IL1R2
98,prerank,Endocytosis,-0.27262467428752934,-0.7248890671019369,0.8863636363636364,1.0,1.0,7/22,24.25%,IL2RG;CXCR4;ACAP1;FOLR2;CAV2;CXCR2;HLA-E
99,prerank,Tuberculosis,0.25845929865550393,0.722107562488331,0.8450704225352113,1.0,1.0,10/38,17.99%,CALML5;FCGR2B;FCGR3A;CORO1A;MRC1;IL10;IFNG;HLA-DQA1;IL1B;TNF
100,prerank,Human T-cell leukemia virus 1 infection,0.2552180769523128,0.7158363152278986,0.8793103448275862,1.0,1.0,17/42,28.51%,IL2;CD3G;IL2RB;IL2RA;MMP7;HLA-DQA1;TNF;CCND1;ADCY4;HLA-DRB1;HLA-DRB5;TNFRSF13C;PTTG2;HLA-DOB;ZFP36;NFATC2;HLA-DMA
101,prerank,Human immunodeficiency virus 1 infection,-0.27978143506595415,-0.708026499088954,0.8536585365853658,1.0,1.0,9/30,18.29%,CD3E;CALML3;CXCR4;CD3D;APOBEC3H;APOBEC3G;GNG2;RAC2;BCL2
102,prerank,Amphetamine addiction,0.34623941166704375,0.706435722430963,0.8035714285714286,1.0,1.0,2/11,8.87%,CALML5;PRKCB
103,prerank,Rheumatoid arthritis,-0.23366009374439703,-0.7021789760707268,0.9534883720930233,1.0,1.0,9/39,22.55%,IL17A;LTB;ITGB2;HLA-DQA2;HLA-DPB1;MMP3;HLA-DPA1;TEK;ACP5
104,prerank,Amyotrophic lateral sclerosis,0.2869286737768575,0.7011150000021048,0.8888888888888888,1.0,1.0,5/24,20.39%,TUBA3D;GPX2;PRPH;TNF;COX4I2
105,prerank,Proteoglycans in cancer,0.2689201074801001,0.6860004852162903,0.896551724137931,1.0,1.0,14/30,38.18%,FASLG;PRKCB;TNF;CCND1;GPC3;PLAUR;KDR;IGF2;WNT10A;HSPG2;THBS1;RAC1;MMP2;CTSL
106,prerank,Pancreatic secretion,0.2812922814546527,0.6838144601248559,0.8518518518518519,1.0,1.0,6/19,22.90%,PRSS1;PRSS2;PRKCB;SCT;PRSS3;ADCY4
107,prerank,Parkinson disease,0.276967601075902,0.6831737367295042,0.9032258064516129,1.0,1.0,3/23,9.12%,CALML5;TUBA3D;UCHL1
108,prerank,Hepatocellular carcinoma,0.3089413625234678,0.6815086923129723,0.9215686274509803,1.0,1.0,10/17,36.47%,PRKCB;NQO1;GSTA1;CCND1;GSTP1;IGF2;WNT10A;TCF7;GSTA2;GADD45B
109,prerank,Pertussis,-0.2591887636089628,-0.6763783956917379,0.9047619047619048,1.0,1.0,7/27,21.39%,NLRP3;CALML3;C1QC;ITGB2;C1QA;CD14;C1QB
110,prerank,Fc gamma R-mediated phagocytosis,0.29775913064858367,0.6751617641873411,0.9038461538461539,1.0,1.0,3/15,8.87%,FCGR2B;FCGR3A;PRKCB
111,prerank,Hepatitis B,0.2852947534178297,0.6699472296751461,0.8333333333333334,1.0,1.0,3/14,17.99%,FASLG;PRKCB;TNF
112,prerank,Wnt signaling pathway,0.271164840154107,0.6594200344142578,0.9464285714285714,1.0,1.0,11/23,34.42%,PRKCB;SOST;SOX17;MMP7;CCND1;SFRP1;NFATC2;WIF1;WNT10A;CCND2;TCF7
113,prerank,Pathways in cancer,0.2170398475618222,0.6572569441547339,1.0,1.0,1.0,22/89,24.20%,IL2;IL4;CALML5;FASLG;IL2RB;IL7R;PTGER2;PRKCB;IFNG;IL2RA;NQO1;NOTCH4;GSTA1;CCND1;KNG1;PIM2;MMP1;ADCY4;TRAF1;FOXO1;COL4A1;RASGRP1
114,prerank,B cell receptor signaling pathway,0.27827530069235296,0.6564795607697421,0.9245283018867925,1.0,1.0,3/17,8.87%,FCGR2B;LILRA4;PRKCB
115,prerank,Circadian entrainment,0.30882303631957964,0.6544806320969433,0.8636363636363636,1.0,1.0,2/12,8.87%,CALML5;PRKCB
116,prerank,Glucagon signaling pathway,-0.2915816309216308,-0.6525326769822898,0.8372093023255814,1.0,1.0,4/12,23.75%,CALML3;PDE3B;GCGR;SLC2A1
117,prerank,Glycolysis / Gluconeogenesis,-0.279531400850637,-0.6345816889377084,0.9166666666666666,1.0,1.0,1/10,6.31%,ADH4
118,prerank,Thyroid hormone synthesis,0.32091935118149867,0.6280651519413226,0.9047619047619048,1.0,1.0,3/12,13.83%,GPX2;PRKCB;ALB
119,prerank,MAPK signaling pathway,-0.20704359831953217,-0.6241508304872577,0.975609756097561,1.0,1.0,11/37,27.10%,FGF23;PTPN7;FGF22;RAC2;FLT3LG;PDGFRB;CD14;TEK;ANGPT2;NTF3;FLT4
120,prerank,Lipid and atherosclerosis,-0.1931646025490447,-0.6153583182760501,1.0,1.0,1.0,9/47,21.19%,NLRP3;CD40LG;CALML3;CYP2C9;POU2F2;BCL2;MMP3;CD14;MMP9
121,prerank,Cushing syndrome,0.2975397766589192,0.61535555199543,0.9,1.0,1.0,8/12,44.29%,CCND1;ADCY4;KCNA4;WNT10A;TCF7;NR4A1;AIPL1;FZD4
122,prerank,Phagosome,0.2236945034221145,0.6091053397300717,0.984375,1.0,1.0,6/41,9.92%,TUBA3D;FCGR2B;FCGR3A;CORO1A;MRC1;OLR1
123,prerank,AGE-RAGE signaling pathway in diabetic complications,0.23270293459456667,0.6090760441159777,0.9655172413793104,1.0,1.0,6/27,24.15%,PRKCB;IL1B;TNF;CCND1;FOXO1;COL4A1
124,prerank,Alzheimer disease,0.2278421898507807,0.607478231285933,0.9420289855072463,1.0,1.0,5/32,20.39%,CALML5;TUBA3D;IL1B;TNF;COX4I2
125,prerank,Hippo signaling pathway,-0.2627157818452227,-0.6043365621789345,0.8837209302325582,1.0,1.0,5/18,24.70%,SOX2;ITGB2;LEF1;ID1;PPP2R2B
126,prerank,Melanogenesis,0.2859351615874523,0.6010650984578854,0.9074074074074074,1.0,1.0,2/16,8.87%,CALML5;PRKCB
127,prerank,Glioma,0.3041786560794333,0.600008412795632,0.8679245283018868,1.0,1.0,2/10,8.87%,CALML5;PRKCB
128,prerank,Signaling pathways regulating pluripotency of stem cells,-0.24287348697096822,-0.5885991489492569,0.9583333333333334,1.0,1.0,6/18,33.97%,SOX2;ID1;INHBA;JARID2;LIFR;PIK3R1
129,prerank,NOD-like receptor signaling pathway,0.21780922862340285,0.5861410908585478,1.0,1.0,1.0,9/29,27.45%,CCL5;PSTPIP1;GBP5;IL1B;TNF;DEFA3;CXCL1;CYBA;TXNIP
130,prerank,Insulin signaling pathway,-0.2600804867737453,-0.58530500803863,0.9361702127659575,1.0,1.0,2/11,12.07%,CALML3;PDE3B
131,prerank,Relaxin signaling pathway,-0.22391084093211755,-0.5842164476135814,0.9444444444444444,1.0,1.0,22/22,77.91%,GNG2;MMP9;EDN1;COL1A1;COL3A1;GNG8;ACTA2;PIK3R1;EDNRB;NFKBIA;PLCB1;FOS;INSL3;JUN;COL1A2;COL4A2;MMP2;GNG11;COL4A1;ADCY4;RLN1;MMP1
132,prerank,Viral carcinogenesis,0.24253164556962029,0.5839545038593462,0.9137931034482759,1.0,1.0,21/21,76.00%,CCR8;CCND1;TRAF1;CCR4;CCND2;H2BC3;RAC1;H4C3;H4C1;JUN;PMAIP1;IL6ST;NFKBIA;PIK3R1;H2BC10;C3;H4C6;H2BC14;TRAF5;HLA-E;H4C4
